customer_id,full_name,date_of_birth,ssn_like_id,annual_income,credit_score,account_open_date,account_tenure_days,is_synthetic_fraud,ring_id,group_id
61ee330b-e5a4-8552-7b18-346dcaad903c,Rebecca Nguyen,1989-12-13,SYN-507-78-7369,38622,828,2026-04-19,72,0,,61ee330b-e5a4-8552-7b18-346dcaad903c
2359291e-ed2c-3f94-33b2-fe479373d2d6,Anna Higgins,1988-03-30,SYN-266-46-1683,52708,629,2025-07-16,349,0,,2359291e-ed2c-3f94-33b2-fe479373d2d6
06510cb4-c009-d116-dc43-b9a6eb1f343b,Patrick Faulkner,1992-02-04,SYN-465-39-7165,26982,703,2026-05-03,58,0,,06510cb4-c009-d116-dc43-b9a6eb1f343b
dbb55542-a7e9-07f5-14b7-b9b272b67c15,Michael Flores,2006-03-21,SYN-466-68-4125,79479,743,2025-06-19,376,0,,dbb55542-a7e9-07f5-14b7-b9b272b67c15
87853f8c-b88d-f49a-548e-2427e3a3c116,Melody Castro,1997-03-03,SYN-251-98-2782,179674,603,2025-08-05,329,0,,87853f8c-b88d-f49a-548e-2427e3a3c116
b11391bc-2cae-950c-f0dd-450999e77d81,Andrew Holder,1990-05-20,SYN-307-99-4570,24005,586,2025-07-30,335,0,,b11391bc-2cae-950c-f0dd-450999e77d81
cf6d33a5-43f1-4c99-3bc1-b055240b90ae,Lacey Graves,1992-06-14,SYN-107-30-7329,61555,567,2026-03-10,112,0,,cf6d33a5-43f1-4c99-3bc1-b055240b90ae
52b4d21f-e639-9f4e-9161-51e572d61673,Amanda Campbell,1990-03-31,SYN-588-59-5792,26229,605,2025-02-16,499,0,,52b4d21f-e639-9f4e-9161-51e572d61673
5af9f370-808b-0afc-b94e-a9be2768db0b,Elizabeth Oliver DDS,2007-09-09,SYN-481-20-9881,54423,665,2026-06-17,13,0,,5af9f370-808b-0afc-b94e-a9be2768db0b
48c58331-ef9a-1c9c-41e0-7408ceb0716c,Alisha Watson,2004-04-14,SYN-590-19-1693,99017,659,2025-08-14,320,1,ring_0163,ring_0163
247ec99d-2e6a-27a7-2cd9-4c528a6cd5f0,Katherine Stone,2001-09-03,SYN-169-46-5313,27465,629,2025-03-17,470,0,,247ec99d-2e6a-27a7-2cd9-4c528a6cd5f0
9e43e220-975b-faa5-5c90-fb2736907897,Matthew Roberts,1994-01-21,SYN-388-53-5393,74103,523,2025-03-13,474,0,,9e43e220-975b-faa5-5c90-fb2736907897
04b3507b-de0f-ba69-8713-e9ec520eceaa,Jim Skinner,1974-02-16,SYN-781-98-8090,109029,706,2025-12-07,205,0,,04b3507b-de0f-ba69-8713-e9ec520eceaa
79700f11-3bab-3c98-3930-f459c9070ccf,Matthew Williams,1992-10-31,SYN-490-87-7052,99392,694,2025-02-26,489,0,,79700f11-3bab-3c98-3930-f459c9070ccf
c7b07609-f8f9-8946-5f3d-c98efee0f4dd,Brandon Maldonado,1996-09-29,SYN-476-40-2971,50323,649,2026-02-21,129,1,ring_0213,ring_0213
e54ec2fe-29d2-aa3c-b999-5033a9f898ae,Todd Garcia,1983-03-11,SYN-354-75-6432,128611,733,2025-07-17,348,1,ring_0214,ring_0214
f65bf8c4-2129-772c-f3ad-8291c54be478,Sara Lawson,1989-05-09,SYN-353-86-6446,55651,538,2025-11-28,214,0,,f65bf8c4-2129-772c-f3ad-8291c54be478
cde132d7-a922-cc7c-d9ac-54b25a0f1712,Lori Patton,1995-04-17,SYN-840-83-1948,156482,726,2025-12-02,210,0,,cde132d7-a922-cc7c-d9ac-54b25a0f1712
4bafe504-631e-c1a3-abca-6e4680826f5a,Anthony Washington,1987-05-01,SYN-487-36-4535,155643,780,2026-03-21,101,0,,4bafe504-631e-c1a3-abca-6e4680826f5a
05850b0d-6803-7692-db83-d0a62183bcac,Nicole Barker,1998-02-14,SYN-948-61-1697,77418,604,2025-10-23,250,0,,05850b0d-6803-7692-db83-d0a62183bcac
bd60351a-8df5-666f-55bb-0039c04f5315,David Murphy,2002-05-20,SYN-555-37-7261,84285,612,2026-02-17,133,0,,bd60351a-8df5-666f-55bb-0039c04f5315
73af219c-0b40-0d83-697d-44376d5789ab,Travis Sharp,1991-09-06,SYN-374-23-6466,132970,659,2026-02-15,135,1,ring_0108,ring_0108
184bb324-c4ca-4427-8851-37a1ef38733c,Crystal Mullen,2008-05-02,SYN-462-44-6092,67756,693,2026-02-04,146,0,,184bb324-c4ca-4427-8851-37a1ef38733c
fd801507-e43f-82ea-d1e1-4c99e1d79b6f,Claudia Rice,1977-12-06,SYN-715-25-2041,63380,591,2026-02-05,145,0,,fd801507-e43f-82ea-d1e1-4c99e1d79b6f
f7c7f36b-3480-0c8a-b41e-1bd1b8b96a8c,Nathaniel Lee,1995-03-30,SYN-733-59-9814,32819,801,2026-05-03,58,0,,f7c7f36b-3480-0c8a-b41e-1bd1b8b96a8c
b5c973db-ba9c-6bbf-f938-7e441385fffd,Rebecca Clark,1986-11-19,SYN-116-76-2986,83059,750,2026-03-13,109,0,,b5c973db-ba9c-6bbf-f938-7e441385fffd
57e4d3f1-8c56-5990-80af-2ce821cca2e5,Phillip Kelly,1978-06-06,SYN-628-95-8941,57188,688,2026-01-24,157,0,,57e4d3f1-8c56-5990-80af-2ce821cca2e5
d5414809-25af-baa5-ea7d-9f0faf4b81ca,Michael Wood,1989-02-19,SYN-892-81-9595,38136,609,2025-04-11,445,0,,d5414809-25af-baa5-ea7d-9f0faf4b81ca
024f81a9-a8fe-937f-c06a-0e75e421d402,Joseph Smith,1977-11-11,SYN-880-17-9701,82624,640,2025-10-07,266,0,,024f81a9-a8fe-937f-c06a-0e75e421d402
95861846-36ec-a0bf-c90f-bdb6d56f47c4,Justin Freeman,1976-06-10,SYN-982-21-9137,56681,633,2026-05-08,53,0,,95861846-36ec-a0bf-c90f-bdb6d56f47c4
87a89e6a-e8a6-0019-fb47-71f603b8e382,Tina Wilson,1982-12-05,SYN-174-21-3054,48619,568,2026-05-10,51,0,,87a89e6a-e8a6-0019-fb47-71f603b8e382
3cd5f1bf-84c4-5fea-6821-3253378eae0e,Nancy Jones,1989-07-23,SYN-292-28-6148,128409,644,2025-12-27,185,0,,3cd5f1bf-84c4-5fea-6821-3253378eae0e
56a9b0e1-840e-f133-a0f3-25a41cbb9fb3,Julia Cole,1992-06-04,SYN-182-89-5797,62981,681,2026-02-13,137,0,,56a9b0e1-840e-f133-a0f3-25a41cbb9fb3
2bc26450-f0e6-eb29-6ee4-9dad1788daa1,Kevin Christian,1985-11-28,SYN-127-89-3496,66468,785,2026-02-26,124,0,,2bc26450-f0e6-eb29-6ee4-9dad1788daa1
feb2b8b2-fd37-9460-a4f0-76e8ab320435,Robert Tapia,1998-01-06,SYN-882-58-1004,183141,658,2025-12-06,206,0,,feb2b8b2-fd37-9460-a4f0-76e8ab320435
0af660ef-0a1a-daa7-c7a9-1679772f60fa,Alexandria Carrillo,1995-07-04,SYN-579-22-1550,104856,658,2025-07-07,358,0,,0af660ef-0a1a-daa7-c7a9-1679772f60fa
0bf893ae-edcb-a106-77b5-915fa80ec18d,Amanda Watts,1987-01-29,SYN-294-64-3118,81952,751,2025-01-14,532,0,,0bf893ae-edcb-a106-77b5-915fa80ec18d
f4051aa0-aecb-31f5-2644-b6a3520dbf12,Arthur Henderson,1975-01-14,SYN-216-75-7779,16344,709,2025-11-22,220,1,ring_0039,ring_0039
cfe982bb-31eb-3d53-b334-fce16a7216f9,Tony Ramsey,1993-01-26,SYN-799-49-5327,61973,788,2025-04-19,437,0,,cfe982bb-31eb-3d53-b334-fce16a7216f9
677f22f3-b94e-f10c-d305-6c2df767c531,Kimberly Smith,1981-01-14,SYN-644-88-1629,21641,616,2025-11-01,241,0,,677f22f3-b94e-f10c-d305-6c2df767c531
465a4265-5b62-d8d8-908d-2e6d234959b3,Stephanie Stone,1975-10-09,SYN-337-47-1721,36443,631,2025-06-10,385,0,,465a4265-5b62-d8d8-908d-2e6d234959b3
10370558-b682-a01b-ae19-5f64db241a99,Sean Morrow,1991-08-03,SYN-620-67-9608,34106,631,2025-09-09,294,0,,10370558-b682-a01b-ae19-5f64db241a99
0d2dae5c-4272-299a-a9c1-978ece30c14b,Sarah Pittman,1984-08-13,SYN-951-24-7549,21369,603,2025-05-22,404,0,,0d2dae5c-4272-299a-a9c1-978ece30c14b
5931942b-1fcf-13d9-40b6-3553c97aafa5,Robert Miller,1981-04-25,SYN-285-33-2693,126582,701,2025-08-17,317,0,,5931942b-1fcf-13d9-40b6-3553c97aafa5
9fef676f-4ab9-3216-3ea4-fffec11aed38,Yvonne Chambers,1997-09-07,SYN-768-79-3133,30377,669,2025-02-10,505,0,,9fef676f-4ab9-3216-3ea4-fffec11aed38
235b102a-35a0-e968-e72e-0f92c07a7380,Joshua Moran,1994-07-19,SYN-704-82-4131,70126,721,2026-02-25,125,0,,235b102a-35a0-e968-e72e-0f92c07a7380
9899e762-0cd1-acab-0f57-20d448911d67,Tiffany Ray,1992-09-27,SYN-231-36-2929,118980,674,2026-03-07,115,0,,9899e762-0cd1-acab-0f57-20d448911d67
564c53b9-4c02-aadc-afa0-8dfef259ec2e,Jorge Stone,2005-01-17,SYN-566-31-1812,79262,802,2025-07-18,347,0,,564c53b9-4c02-aadc-afa0-8dfef259ec2e
d068b459-1a21-2941-f8ca-0b7a9ae186e5,Tiffany Hood,1990-05-23,SYN-153-65-3828,58521,631,2026-05-03,58,0,,d068b459-1a21-2941-f8ca-0b7a9ae186e5
11e8d711-8d8b-2be2-bcea-c4568eed7a36,Ronnie Johnson,1984-12-07,SYN-154-33-7535,38938,605,2026-01-19,162,0,,11e8d711-8d8b-2be2-bcea-c4568eed7a36
4bc8a978-e141-3a15-f1a3-1c749f69f934,David Peters,2007-09-09,SYN-447-96-1912,106587,630,2025-07-22,343,0,,4bc8a978-e141-3a15-f1a3-1c749f69f934
53ba95a5-d0aa-d8ce-69c1-0d7625b04f1f,Jerry Johnston,1956-07-01,SYN-997-53-7043,19495,752,2025-06-09,386,0,,53ba95a5-d0aa-d8ce-69c1-0d7625b04f1f
0d1acc63-9831-6df6-1c9b-d38060a8b20a,Joshua Harris,1980-05-29,SYN-197-56-6395,43189,760,2026-06-30,0,0,,0d1acc63-9831-6df6-1c9b-d38060a8b20a
f1c1b47e-44ad-7bad-419e-f98f3e74de79,Heidi Bryan,2008-05-15,SYN-336-97-6068,31126,776,2025-04-03,453,1,ring_0011,ring_0011
92968eb7-2278-57c3-b818-404f16cd7694,Austin Osborne,1983-04-29,SYN-769-56-7817,54304,681,2025-03-03,484,0,,92968eb7-2278-57c3-b818-404f16cd7694
e4d472cc-0d76-5475-990b-9a97a4a600b7,Bradley Nunez,2000-01-31,SYN-895-83-3288,63550,696,2025-08-23,311,1,ring_0111,ring_0111
cb6f474b-448b-a892-ef0f-25a2ac3e8fdd,Victoria Deleon,1989-10-02,SYN-919-65-1885,86513,751,2026-01-24,157,0,,cb6f474b-448b-a892-ef0f-25a2ac3e8fdd
3705e9d4-eee2-6811-8fc5-0caf8f708b55,Bradley Duncan,1975-07-01,SYN-697-59-5997,69960,654,2025-06-26,369,0,,3705e9d4-eee2-6811-8fc5-0caf8f708b55
65b9ac8a-c2dd-ebec-41e8-cbaefc2c2fbc,Janet Parker,1973-06-18,SYN-664-23-5983,17143,751,2025-05-20,406,0,,65b9ac8a-c2dd-ebec-41e8-cbaefc2c2fbc
a9d6a489-8f30-8dc2-11b9-3f9ab5d3d720,Jeremy Dalton,1983-05-14,SYN-944-19-7555,27696,621,2026-04-19,72,0,,a9d6a489-8f30-8dc2-11b9-3f9ab5d3d720
158952c0-2d53-ddb9-a64f-45cf85774db2,Joshua Adams,1992-08-08,SYN-556-19-9571,86006,653,2026-04-22,69,1,ring_0005,ring_0005
eb98e6ae-6e3a-c96a-ca33-5c915482c2ac,John Oliver,1973-11-19,SYN-276-14-4786,94943,733,2025-10-15,258,0,,eb98e6ae-6e3a-c96a-ca33-5c915482c2ac
01e9b282-6b5e-60b9-5f06-90a8c8c7242e,Wesley Bowers,1989-06-04,SYN-889-41-6424,43358,740,2025-09-14,289,0,,01e9b282-6b5e-60b9-5f06-90a8c8c7242e
c48dc87f-d3c5-69dd-d078-2c113d022313,Brenda Mendoza,2007-03-07,SYN-906-12-2000,100617,607,2026-02-10,140,0,,c48dc87f-d3c5-69dd-d078-2c113d022313
ce2ddb6e-8415-499b-186e-39f8ef6bc8e5,Maxwell Whitaker,1995-06-10,SYN-726-16-1156,85793,711,2025-10-12,261,0,,ce2ddb6e-8415-499b-186e-39f8ef6bc8e5
ad9093d7-9a86-8b38-c9b6-efb0fa3f6007,Tony Cooper,1983-07-23,SYN-474-81-2876,85954,789,2026-05-21,40,0,,ad9093d7-9a86-8b38-c9b6-efb0fa3f6007
0ceab33f-e334-0911-507c-043efaa39988,Betty Pollard,1978-08-06,SYN-927-42-1092,43596,673,2025-03-10,477,0,,0ceab33f-e334-0911-507c-043efaa39988
ba0ac708-9fd8-2b78-408a-f89990891686,Jeremy Brown,2004-04-13,SYN-629-70-7014,63816,627,2026-06-08,22,0,,ba0ac708-9fd8-2b78-408a-f89990891686
1ceebed7-1f9f-fadc-1882-2aee56f9a01a,Nancy Rice,1995-07-23,SYN-424-66-6082,77902,716,2026-03-24,98,0,,1ceebed7-1f9f-fadc-1882-2aee56f9a01a
7dc673c5-cabd-f32e-aabe-a6fc1e17eb45,Kimberly Holmes,1980-12-16,SYN-462-59-2174,60479,624,2025-12-31,181,0,,7dc673c5-cabd-f32e-aabe-a6fc1e17eb45
98a7ce7a-e0c9-c520-7ebf-4f7b1e3ca042,Catherine Davis,1965-05-22,SYN-443-70-5401,62386,624,2026-01-13,168,0,,98a7ce7a-e0c9-c520-7ebf-4f7b1e3ca042
b67e02b9-fe0e-fa34-a9be-3cd431f49453,Christine Powers,1965-05-26,SYN-282-34-5423,35455,646,2025-10-11,262,0,,b67e02b9-fe0e-fa34-a9be-3cd431f49453
7753f4cf-c55d-9043-6d4c-406eb5590f93,Jordan Peters,1976-04-06,SYN-371-92-5103,53553,625,2026-05-02,59,0,,7753f4cf-c55d-9043-6d4c-406eb5590f93
4e27145c-f476-4dd3-db37-51e3f3cb77fb,Benjamin Mosley,2003-11-07,SYN-432-82-8938,34279,627,2025-08-01,333,0,,4e27145c-f476-4dd3-db37-51e3f3cb77fb
a1fd23b4-604e-c166-1dc2-5282c4d53223,Allison Floyd,1985-04-07,SYN-559-53-4453,44280,747,2025-12-07,205,0,,a1fd23b4-604e-c166-1dc2-5282c4d53223
6e5046ed-3218-7e21-2599-b33aaac4e725,Michael Brooks,1999-03-09,SYN-780-72-5400,65350,502,2025-07-12,353,0,,6e5046ed-3218-7e21-2599-b33aaac4e725
326eea18-61dc-fab0-1318-ddc3004e597c,Tara Thomas,1988-03-02,SYN-740-19-9395,46891,707,2025-05-05,421,0,,326eea18-61dc-fab0-1318-ddc3004e597c
61f959ad-b24a-bbec-0e1f-5d32307fe036,Robert Woods,2003-06-03,SYN-128-24-7922,44496,735,2025-08-04,330,0,,61f959ad-b24a-bbec-0e1f-5d32307fe036
de1f1e66-ff94-fb6e-6b92-f93c6447ab6b,Daniel Mercado,2007-03-27,SYN-790-91-1861,122409,667,2025-03-01,486,0,,de1f1e66-ff94-fb6e-6b92-f93c6447ab6b
8472cb70-4d8f-0b5b-b113-8ee297f0414e,Marcus Blair,1981-05-02,SYN-363-36-4449,70358,712,2026-06-30,0,0,,8472cb70-4d8f-0b5b-b113-8ee297f0414e
dba785fb-c859-0969-32c1-3c06c339ac9c,Angela Thomas,1972-01-01,SYN-221-42-7824,39658,712,2025-02-17,498,1,ring_0197,ring_0197
8ab8c4ae-1d40-7e2b-880a-2af0dd64e548,Matthew Watts,1978-06-19,SYN-996-62-2931,60383,750,2026-03-09,113,0,,8ab8c4ae-1d40-7e2b-880a-2af0dd64e548
38e5ec19-d2e2-d5d3-c3d5-5dcd8a181c63,Keith Gonzalez,1994-10-21,SYN-976-79-6829,36488,679,2026-03-05,117,0,,38e5ec19-d2e2-d5d3-c3d5-5dcd8a181c63
d66b7844-491e-e07d-9fc0-3b8a27d50e3a,Carol Fisher,1991-09-11,SYN-851-37-5995,53828,674,2025-12-29,183,0,,d66b7844-491e-e07d-9fc0-3b8a27d50e3a
cd75c9ff-60a2-83ad-135b-efc2eedc4a32,Tiffany Williams,1996-08-11,SYN-496-94-1095,29648,786,2026-06-16,14,0,,cd75c9ff-60a2-83ad-135b-efc2eedc4a32
8a1620bb-99fc-bbaa-88f4-5e1eb4e5157f,Dr. Steve James,1996-02-22,SYN-805-95-9783,51512,751,2025-05-02,424,0,,8a1620bb-99fc-bbaa-88f4-5e1eb4e5157f
208f843b-7fe9-7b5e-7681-dca18b8b434a,Ryan Adams,1993-06-26,SYN-764-34-6970,124099,625,2026-04-05,86,0,,208f843b-7fe9-7b5e-7681-dca18b8b434a
114cd01d-6dc0-8f85-dc10-e12ec51f7869,Daniel Garcia,2000-11-29,SYN-914-94-2900,39448,547,2025-05-27,399,0,,114cd01d-6dc0-8f85-dc10-e12ec51f7869
5950cc6f-b3c2-8d26-089d-189295bd3402,Jordan Chambers,1992-03-23,SYN-786-25-9884,32986,571,2026-01-14,167,0,,5950cc6f-b3c2-8d26-089d-189295bd3402
23f57581-5921-3954-56fa-07b34ed4896c,William Leblanc,1977-03-07,SYN-828-46-5588,89545,642,2025-04-11,445,0,,23f57581-5921-3954-56fa-07b34ed4896c
3d354412-7b24-9d73-9fe1-e42ffe0ae183,Eduardo Booth,2007-09-22,SYN-336-34-7900,26619,530,2025-09-28,275,0,,3d354412-7b24-9d73-9fe1-e42ffe0ae183
3884d65c-9454-70cc-7612-61f465a44029,Michael Burke,2008-02-07,SYN-293-23-2008,87344,641,2025-07-16,349,0,,3884d65c-9454-70cc-7612-61f465a44029
c6c2779d-00e4-3a07-e4af-b6c10c7dcdce,Mitchell Jones,1976-06-28,SYN-247-73-3878,118784,697,2025-01-12,534,0,,c6c2779d-00e4-3a07-e4af-b6c10c7dcdce
fa073504-9c3e-fb0e-fc70-88cfb4207fa9,Carly Zuniga,1989-09-09,SYN-441-90-6635,35348,805,2025-05-16,410,1,ring_0199,ring_0199
c046f434-1fab-1467-fcf6-e9cda170bd93,Chelsea Lewis,2002-04-30,SYN-502-71-4245,43233,696,2025-11-29,213,0,,c046f434-1fab-1467-fcf6-e9cda170bd93
a62faefa-e2f2-b1dd-0470-63dd6c3b1fc2,Sandra Lee,1972-09-30,SYN-786-66-2150,47117,710,2025-09-14,289,0,,a62faefa-e2f2-b1dd-0470-63dd6c3b1fc2
b8c982cd-3763-7957-3ec4-27a0a8622698,Ryan Riley,1993-01-08,SYN-324-59-3093,64123,642,2025-08-10,324,0,,b8c982cd-3763-7957-3ec4-27a0a8622698
a88eb391-fc72-8140-dac8-8437cc1b7df5,Andrew Boyd,1959-12-13,SYN-367-91-8067,15000,656,2026-02-19,131,1,ring_0194,ring_0194
d37040d1-a0f8-4406-fc99-785bfda4eb02,Kathryn Mccann,1985-01-30,SYN-385-48-4306,93298,763,2025-06-11,384,0,,d37040d1-a0f8-4406-fc99-785bfda4eb02
86efacb9-970d-962f-a927-1721cec7a05a,David Maxwell,1993-04-30,SYN-963-11-6165,42654,690,2026-04-24,67,0,,86efacb9-970d-962f-a927-1721cec7a05a
7cff7624-fc35-f17f-b5cc-476d10164690,Michael White,1990-03-27,SYN-709-27-1690,145065,729,2025-11-15,227,0,,7cff7624-fc35-f17f-b5cc-476d10164690
37ad4a32-f13a-7198-5947-c5f5acc5c2a3,Robert Mccoy,1997-08-13,SYN-405-36-3528,69126,685,2025-06-21,374,0,,37ad4a32-f13a-7198-5947-c5f5acc5c2a3
5f628908-6671-0dc6-bbb0-ff4b6c9c8eae,Steven Davis,2007-02-23,SYN-880-22-3348,32119,676,2025-11-14,228,0,,5f628908-6671-0dc6-bbb0-ff4b6c9c8eae
1bb71a85-856f-845d-2374-55b54db8cfbc,Kyle Craig,1993-07-09,SYN-913-93-5017,44698,679,2025-10-09,264,1,ring_0086,ring_0086
be5a42db-2dca-2fcd-2b4f-ebe4439db606,Lindsey Chen,1981-01-13,SYN-369-74-8129,48282,742,2025-03-13,474,0,,be5a42db-2dca-2fcd-2b4f-ebe4439db606
971ec2dd-a0e8-cb90-5313-cce1af4b6e9a,Robert Peck,1967-03-16,SYN-817-83-9603,109491,681,2026-06-27,3,0,,971ec2dd-a0e8-cb90-5313-cce1af4b6e9a
35b6e1e3-9871-4765-96ac-476b38c4fcc0,Aaron Boyd,1977-03-13,SYN-842-43-2738,78063,568,2025-08-28,306,0,,35b6e1e3-9871-4765-96ac-476b38c4fcc0
206e616e-e570-f436-3687-5f622070bbfa,Emily Brady,1996-12-26,SYN-259-35-7734,19304,737,2026-03-17,105,0,,206e616e-e570-f436-3687-5f622070bbfa
00da2fe5-a6ca-9501-7803-3572cc359f48,Susan Baker,2001-04-16,SYN-355-62-1428,109689,639,2025-12-03,209,0,,00da2fe5-a6ca-9501-7803-3572cc359f48
ee582644-8377-1c60-fe55-2c33df1c5f51,Kathy Adams,1978-03-18,SYN-696-54-4346,106850,651,2025-10-14,259,0,,ee582644-8377-1c60-fe55-2c33df1c5f51
a9fa3c4e-5d42-7f23-d9e7-b82c8221f88b,Joshua Cunningham,1995-01-07,SYN-299-92-3781,44776,697,2025-06-23,372,0,,a9fa3c4e-5d42-7f23-d9e7-b82c8221f88b
60f4a927-3460-ffbf-a05d-8b87804cd83c,Pamela Walker,2003-10-27,SYN-809-22-1567,27896,691,2026-05-18,43,0,,60f4a927-3460-ffbf-a05d-8b87804cd83c
9a27256a-2872-1b30-5dd4-1d4d8f7cd82d,Brian Shaffer,1981-09-20,SYN-315-35-9925,52314,785,2025-11-20,222,0,,9a27256a-2872-1b30-5dd4-1d4d8f7cd82d
399e2a7e-d113-9d22-09cf-877e73cebc4c,Sharon Boyd,1969-05-03,SYN-602-84-9225,67102,653,2025-10-16,257,0,,399e2a7e-d113-9d22-09cf-877e73cebc4c
f42e9cf9-102c-4a4d-e177-71fc29ce4588,Alicia Warren,1987-05-14,SYN-958-24-8823,52093,655,2025-03-30,457,0,,f42e9cf9-102c-4a4d-e177-71fc29ce4588
33fa27de-d095-c4a0-405b-d636669871c8,Corey Mooney,2007-06-29,SYN-636-35-9679,91387,833,2025-06-10,385,0,,33fa27de-d095-c4a0-405b-d636669871c8
ef0f45fb-7b5f-d728-303d-88ebeab18f90,Eugene Fritz,1982-06-03,SYN-694-35-4391,70769,608,2026-04-14,77,0,,ef0f45fb-7b5f-d728-303d-88ebeab18f90
de6f8dab-3861-90f6-7323-f29135af93fe,Heather Guzman,1992-04-10,SYN-999-78-6632,152553,654,2026-02-08,142,0,,de6f8dab-3861-90f6-7323-f29135af93fe
9f868cd8-ae6f-164f-e148-18afca18e24d,Kimberly Alvarez,1976-09-02,SYN-921-75-4957,26128,657,2025-04-19,437,0,,9f868cd8-ae6f-164f-e148-18afca18e24d
b13afe4a-0de3-93cd-c04c-2d2906356d41,Matthew Mueller,1985-01-31,SYN-290-89-6568,85359,768,2026-06-23,7,0,,b13afe4a-0de3-93cd-c04c-2d2906356d41
2d545e98-5c0b-bd60-a328-1ac3f7b203a3,Tammy Rowe,1984-11-24,SYN-701-95-4227,42703,704,2026-04-01,90,0,,2d545e98-5c0b-bd60-a328-1ac3f7b203a3
